account,card_number
29292882173,1224055830686625
28581728622,6159254720434303
82151790309,2506338040885295
87472830741,8089957329418481
17698721215,5661289745564882
11924118495,8353945151865850
90537176181,8444432225629995
74061706198,1750878010927789
80143208499,6679484077403389
18705119086,8952348228549863
14474899829,1573009254278605
80287287946,6226786659017843
31964911631,7038474053496825
46021273739,1820186730653602
78822315823,7425400404887529
83451903626,4506880339623247
63986990241,3428170335981352
22105075262,4796473581126805
16203381501,3806104015145205
58992923858,9676380570824704
60426343859,7359757861335315
71240708116,4328366889472423
61453687177,1222697504521990
20027240128,2084414202207048
55719715213,3423246603649554
62073907436,4897874246079740
62931519939,7074940829219776
42553158556,7899310588709480
80397466257,6642799889971635
70754374232,1493731055997219
41171398519,4950550819726476
68033273321,6117988266902156
79024221115,5396998328452079
21673516553,8997228608765973
36151290511,6233087006361957
10218355537,9640582751145939
41202035107,5714645638115766
84398728913,5228703234200913
75803975614,2617278111618529
83924748417,5005233350191108
25815635160,1537584359150284
75084051717,6846846122399291
41470638227,9842869698724070
84678826926,7846600684489538
76673813047,3736983106630412
94907761678,7483511781259795
34167934136,8558770504741520
80970535023,4064626786453269
34230366007,2943805153289248
82126932748,9363044908129489
28907663988,9227153559785124
16016130300,7196786607645195
65228222681,5919219251493593
56321795778,1916756754160710
53569168155,4498682825218219
72027256410,6043392630030785
79877753534,6118705716244713
80668164983,5485556192825801
18976185610,1145765645197999
37374340341,1969403612018116
15597718880,4142751714197922
90251345225,5756077470584648
37174007277,2541255764064222
58306275596,3475468878308233
92092763127,1527234845591966
14225283486,7683961202202977
45592400541,8428025690478116
94400794368,4519586326519678
62246580006,1583228803813238
51281740282,6119294282598888
92280422617,6446489248577034
25375986815,6534034180062218
42621483741,4708143257738989
31031912776,2751347523463926
93496556710,8162050307669794
63696262048,7359977395612780
26647782244,7063841140793982
40425142502,2642892263396894
70027120536,8614282935717364
77802432070,5163021204089173
12262779140,2052758877680370
74161475445,3622395368048507
82275182238,7680346856545799
70892202112,7007805821194720
27103256775,7459562690356320
97057373252,1205671309543806
47939966303,7904300254810230
35361925169,6065220475512761
60112693811,3758659500072402
23279040020,3236479627345929
82288099201,7313178189817302
68260989964,8490268821944192
91002318517,5774212070049853
94437276248,9692976167328549
54994134428,7792792198755128
59282571907,2755673693386947
21783594185,6527980744657075
92202422802,6525584610925999
30279148042,1707110010888780
48955128117,7217009975733532
82258807085,1309863373546722
79331314049,3348545675053048
22698445222,4798681166069104
86300549859,6325458909394851
35659151657,3204055185835379
82838702470,3681086105666081
68880623854,6928585158595950
28375338982,7650660173643354
74131459794,3961771810657548
27665778685,7956869508723819
81547045161,3873563118230172
68228603592,9280072144849567
78430067675,1058395610181011
49563073241,2971719736539125
23837218529,8690740034729031
72050395637,3904626416066278
56910049985,4304374029970592
21620624811,4602252103847778
19441414695,2466969718384759
29421959170,1928637679929262
88095035765,5035559939632199
21859324533,3127191174232445
52911005938,2651808416650934
48301102134,1920985541160536
31717705318,1889956584867608
17521135209,8363422629049877
20297892850,9568724790350150
96448645697,9298576301259483
10530158954,6441652701495997
84619957996,2085558685306955
30234976444,3020229808520109
58652395285,9773833654690313
68552827730,7827157935850872
64088947069,2401887622932623
37549748079,9474792054019914
22355659412,4998201347173156
49340890949,6347652393975114
97262756967,5169482953686364
58945377249,3707588300763316
65570576595,1249722655938886
38414807337,3899190519805633
23649599769,3072530334910613
40377010954,8733302092240902
56811322730,1047043132597259
34142567006,2946107387256132
41604372636,3262049904994094
42591304719,6608978240937906
96290019086,5651840806546247
36829145436,8173746829369017
32787147046,3743230253724976
29079682421,3423036784291067
56326668383,9904671159800253
85373288555,9704159464156658
22432733058,2759258412440510
85102959314,5463069633734903
16710927933,9193864878795557
19854000044,4538392141020317
88987990731,4062799023867934
28492190401,4554303980684978
12159224442,5243351275909844
77869038267,6880417000823774
51755852117,3394921482706936
81681495454,1228827551910493
98586472189,5666665090239136
85822190501,7890192519214404
13674205139,9751123459455430
71886774903,9164867080708745
76143714497,9479252316519080
70174381480,8107177271838160
81176965573,7944353796160456
36349398097,6203187877086447
33183336905,8981742777941955
39100949650,5766917468326543
87997243762,6783774478678950
86102059850,9687484278798536
39406742041,8209365175061351
50976465905,1211051370472468
41418671112,1414317361090046
78969317604,1069673499819858
39442522321,3411597820806454
90529482978,3590781248893559
45216237436,1889442173511531
19387376946,1731083348321962
59556846870,3527634670495226
49783043968,4211659317606126
67208404161,6165169159650825
86108222068,8987794000527162
58229384372,4983706215769126
71036150057,7378566315214055
71789775731,7983590484389177
64324579955,4566530561077613
64841908822,3954186455316706
35163323940,6609073335123107
56363522350,1769891265433979
94318094325,4732900366119389
99800488051,1492411169523952
54134707040,2946012544169949
10962465011,6836724170789461
67525616632,5896506030418924
70212974350,5868296688963375
32849391281,8643572901870362
43354805874,2270164819999091
51780581911,1478810883220762
43664147215,3019284391951088
17848654690,7067582168790806
48346693540,1854402059988655
32134662015,5388301527580859
39471987628,8570756040477917
30555369872,5712333905587330
26592243131,2883267020228928
51661419707,7368053477688485
46913761531,8887079493875176
20374350974,5523008539935866
11783733077,5709452718586939
11750296931,8766196589041496
84166715434,3378620139910759
10449289926,3813090859594957
41728679248,7095587615120632
14465814109,3936942169175487
38633939619,7566225711685123
96097936799,1121283009871292
67232476029,2597261140497287
62104163782,6407028485561173
40344250095,4214097729047835
22104080176,3000904176247681
49725657692,4056715313091897
24276586782,7441326333990550
39572357143,6572595803047547
50572915961,8649004925303776
29149203598,5376530952003481
77473296713,6439249365136907
21880710689,7590678912096369
42785823597,7229836888645242
71235777625,9668430919626929
22683681761,4298245396202390
74914727123,1550931950200226
35281134466,4306520384261250
74557396865,3939673283671078
84732932488,5728042539440536
99997374129,1930283800059535
66790789298,9531660518608814
92038986906,9428260798810883
82727437524,2148183038404202
44879283396,2864110436661731
48397704603,7379120019653559
54232399264,6304575022841389
55187438828,3889991300628326
56616980664,8022711596450652
62211197755,2680866673283163
12758919304,9761435567664054
49373291192,4907517043183711
82832801725,7132885330899544
96401737480,3515063249272251
14533389691,2828129986650001
27424430148,3477682782517303
46501936000,1713220190840790
99701237082,3601701768082246
91341684174,2482933636431276
74136548039,5232064509637542
10891848555,7606276516340641
62481709122,8064127222844089
37669143440,6119971083040594
46663954733,7875800684588649
73462183085,1839456261839532
53819247455,8899823557498782
31258425548,1857951038029504
51406794078,5690749545776167
70827786617,8319003426889070
40954195038,3083131366868035
46035506117,7947381867023640
96566351384,8981917281050964
47268935134,2190583087883728
45978538458,8375277940653591
48791983635,9675044549183972
57521401542,7112374857297711
96812617609,4550294463524490
14964813900,6243811095760648
15879189438,5095037341936009
69922214111,9595889431088947
50573853726,7594532768818536
25324941803,7847727926945633
50927757667,9921462700535782
34734035038,1414329110839693
55770814218,4850977636848114
98865247688,1816696693448252
93396888354,6006423247841668
28020364223,3682300329526395
55621958583,8990524216855672
84934768887,9617689884779120
24988262882,7230114582298484
43966953207,5391453488035487
18037596316,5915118947659301
20910482411,3074745266225134
19676047948,1307940324705408
44285641368,5073423617591174
96615677714,6383535251158509
74902152718,9555243759463790
89885168317,5153155390014329
99541408759,7570469605855642
81414901468,4256555337499630
39339336772,7652720860066880
17257077219,7787726117208809
15465727034,3757177672915635
12327534498,4277890415704780
28625487185,5812030880164683
24363159575,3966919338529567
29901083851,9692947051303951
78397412083,4723559685791131
74950739826,8117451320804862
12316782523,1064384275610328
18874136738,8018067685083152
91946633597,7141962022419235
78190588878,2480340826766587
21532541950,5329285800890664
30569908170,6083370764477547
16741282532,8247990774204372
78150083270,8134247806130619
30524208514,7735336570923928
13929920451,5194377365975583
85115135862,3565169009060091
68667315560,1876966130522951
16054391271,7854557271711113
90370144279,8655677395938218
61288509274,6207426684487701
57531364596,2877989454376711
50461716574,1245086000385407
24982685468,4452669201550337
11495343309,1396185657130192
79163331177,3437798370875610
79188868716,6259556506725321
59800806675,1133633706721403
92657565168,9092857936693330
33570829676,1908346506962172
70046217116,5914884888837196
14300021886,7986985297665107
17455777672,7132231319016779
18145736432,5036508619620373
82426060234,4129726334125881
69675151156,2553221671236807
59567462818,1733522678300816
40980432756,8692106241001057
37855431885,6240741723141384
76483366472,6368986165357748
22435629926,6301886550364705
35787259331,4871070418128454
52439333778,5816915498600684
61097184404,1048553816205720
26855060841,9363115547518307
31998076301,3399013285135832
48080382830,1659564391957448
47461891585,1309496884606206
71797769808,6136819503086828
35280680873,7225460598236706
93324494477,7909116662753551
67481309290,1574153303680637
53014508972,5080073433873230
62094468826,5845021258828705
28373088679,9296255504321781
29702573148,2875858014362507
52301591348,4971897494566026
93923336858,5363765394570016
56646974679,1751716457079343
93266078742,9849797891758807
93286545673,1320625071714768
50090409029,2715927042414606
26404301023,4654086711073797
47643886061,7163278469530711
45920608442,3893285817671673
65812408329,5345156258562762
27143774768,5422006713064892
62490701117,1539281676997757
28546714432,6247417311698346
78654767382,2650762016091289
60363184619,7956906127582651
83427116064,8776867574343219
54067749024,2204421249239105
39511854843,3261932485597258
34119751980,1626066354742553
21775268630,1358818945495080
47405199203,3867686226128882
34692932040,2617630293700978
19990238795,3560626857046333
72424927042,9967909798267926
23290955389,7748340353318353
29878119305,7789222802338784
51506954397,4557332613891412
19936041657,1943517893745958
31356962154,2767267944574779
16883097414,8611136279161261
14847401134,4486439758951378
39242347247,2193120027120152
65876950660,9963102159704537
13719189277,3717499020887340
59011984258,3805841866476507
20106255316,8057207534908900
94628688099,1406244752543767
37373560487,1442472365926212
51067778382,4457552012376713
11824800481,3513404121312441
66256550698,4541274618973093
31327151645,4082114007032514
60009924450,6221476234325217
58459255786,9814517095062263
76967616477,4497363199082672
18953552850,7707540131050668
91852971451,3582276868655522
59261392322,3996519963526678
45654522925,9791423519598931
51810819846,5070137042829349
90409896496,4190633154102567
62767381885,1432011933713623
64747397993,5233805479571217
22427380295,5091838666509599
52599855863,2364293687246053
47331324644,3210444730813971
16844370110,8598217898995367
12485543586,8548473141259164
92781629192,7918767444952580
56461414519,3090381413129972
11433833206,4712976494988652
79583447410,3459611868358181
52288085770,9842134094283838
67244013709,4560306848263534
54578803338,8183833626421600
10307839104,7682989593053610
28745492012,6706998084030605
52336814208,3713699371934400
50538842351,6333321919331684
10471785889,3438148851829666
80526362416,6039292051425763
24546599455,3935318346499169
66401301041,4589530256468492
58144398915,5849095008828663
55751021818,2597245700694244
85573496819,1959461627383895
83735049643,5445587139080535
45937491090,5035340428680853
16377424212,3421988573134853
19649762922,7771649973996226
60903791315,7605901073314083
78789001718,2714502843542153
10259964993,2988057853646931
91120191865,9543227500711093
20444456194,3348339243921014
20440261262,2308881353702959
21214643054,5685945706530906
71352749280,1944631882516494
61197709479,3009846714791030
51928742897,3260753955468652
15014127619,6893433440612785
23469455830,2580664949535858
51384561634,6422355242868368
95402305277,3472319529105833
38657559442,7020862422652059
28626589870,4337000915357266
11258858656,3198110542856949
43457824497,1204744033318332
78898008263,1831577536812556
85015671216,4186340349421121
73362117783,2927866742316418
16006414033,2050673388237301
25953247036,4405806468341010
25335879865,8132729693347107
81765072540,2304944479872383
24399241149,1313427686029600
19890113907,4178254452504976
79765646253,6787392233682854
56574378745,2767250426648616
54183662860,5323236711454673
12568232316,5216341770287607
84601321532,3810537340397414
19683235159,9562600141169177
50723243148,7662898264032188
61441514920,6843581083658370
90443049112,6405136116431729
22925183635,7171263231466247
21975434784,8638113950190573
60930479755,4098412656261697
31406725911,7965807439958226
47457000774,1400229401693055
96897392012,8804235695793654
90033909785,3105403550714965
53072278471,8640681207000779
59678945830,9316243091662523
78684408973,9921924011200996
16259417069,2719320669866743
17889551497,4757132337770507
63228892188,9327659167352253
98250350108,3990628060581683
34645415723,4244423644963564
99640270103,8161906746045996
50812298607,7421026008169804
76170549159,3653036784326386
86178646056,9227400444572600
80609796200,1737284285126726
32002603394,3420890409714668
99905075978,2913589846745206
80775509567,8883605645607563
89592516627,2063506263036816
45280072973,6282215119364591
58640960913,8357177551265107
43264732165,4769099643914269
83040832085,2566068281225743
27109248472,3102104201602741
95058375650,2226275637597985
28092856323,6515412905887264
77568961240,8130022584759152
69507197135,1629595356012927
47660773412,3834416897928059
15878119476,7295881974087722
32336660944,6121759864571368
57046752429,6047206797924311
53523150621,4616746421867352
55814724402,9019983670727561
21323330856,4198603113193058
31381087170,7408361630587364
75296264779,9451022972049863
91313867709,2451662887071268
74927937756,5453503520136406
43352415992,4819574816780621
45143720485,8557466699274710
79961652652,5082347796256722
94986718076,1207832379662447
51462301775,1223991234330421
96847266626,2584635565583976
82568953236,6584307841540120
79228716408,9645543280378598
56916082904,6713617580475655
21765483445,9619478384902101
41741608437,7424887433960783
73540227128,7210534765714355
33364588505,7400503338925459
61897213864,6248454520838325
11228736682,7017714469771421
47493658378,9218150075350955
46126651460,3049652774901274
62805294723,7979966087512133
76091954291,7653014561170160
57409329916,4126106498113909
52252589979,5549674823652361
13458934318,8236740890069603
11605128959,4144632883624413
23348211817,8264657622044042
65803513323,6991874179501298
81812983838,2872985843411440
16499819640,3233147931360541
89592061368,1898353656560355
52711065980,4856386142772010
38469595022,2087977279774072
80830463896,3336032767970237
51253901273,6427918044277493
29547324748,3498459826817422
81464820730,6125656889488568
71954174369,3709458724311209
34746192368,6909740595258750
16260153881,2633486331737144
12645437957,8427939135456505
96185920989,1531597527576946
50543771396,4843460283254664
13637505562,7512584179826704
71453498915,8104468938519216
25197400962,5661110084356120
30954125035,3795940639908857
45762899769,2486009848323355
33186318035,9053678151755186
14274675893,1540560608779794
78070251427,2643109487978595
36849879786,1355294226010549
49276661075,6950217897868053
17893987608,2509712102995525
23068398428,4743503002634656
66393675696,1283334974788250
77876437209,7963840706779141
12410999152,1766621729902311
31484279745,5399703810211190
16933706639,1090174146005859
74353614488,5002503937004671
34727880675,2315003371313918
60438178324,8884249076115626
55571783517,7371203167388817
81588197245,8458344968808811
73497907051,5939622428724019
29753069016,7431826878732141
76768247479,5604687410769466
54963532431,9423372049690816
64440200916,2154943216261325
69577342140,8630345720552618
41075054378,2787371659676399
32773901949,3745559121610657
26533144469,4828620463116014
13490741712,2723311411460287
75691290265,8312918368942745
76926570247,9852328638430169
31066381807,6897516185615516
37102672929,4230523076298105
53969715375,1027116880953410
36358951675,4945811085712701
88892591583,7056307279169047
56112000636,4964096463705128
47266682426,8585239863718066
28555571038,6426107644634001
50756896023,5275592418893707
87940601651,6237616196245327
68019286908,8190174014346895
80010266644,1522800846535345
72810690061,7709700488861196
80034612128,1187648698931523
87588412205,6597054803059609
92879094104,8565515227593925
99795530187,8543267753047477
28745451219,8787070403024573
86505216156,8582637809641258
40569992035,5806651399349945
74353842733,1299687231266253
49710419379,1668889030111579
36435893691,9430843451579454
35804360813,3858286352400609
25080840611,4607061760665761
68523785787,4654167807263622
36096258712,8244593836494796
65433997432,6672704543532539
92543185782,2712611531150930
35222741319,8172300126901429
78010627526,1200276450084412
43253112660,9479759582319966
51723613405,2044002800868034
52639368140,3799900571932519
91168046047,7643149200860594
67993369100,2132351586589219
84908639704,9997502725814996
55359738414,7605705960444262
19719968018,2683323070727109
57908783951,3909178664963082
80786917186,8174343199798118
91779627106,6556414152253541
80084133813,8794533381387223
40659280409,8818201900040307
21802443317,6655449544685813
40893166077,1367803403228037
87845302872,4589646908156509
80056052369,4911540910525255
64553572251,8430120008622855
93614048777,8095209283270361
16142423561,2392377428365544
21407758268,3163134174309143
89624899747,3251687464816044
81842811689,6510205287706550
96385024526,9801913257520582
88254007584,5276919478100896
69337654193,3392058114721796
62584675692,6254750861431207
57518627902,7598270628568785
97795453232,3317405787624696
96386462533,4379164805457980
90653353156,3944514260516244
58961225898,6743905439449437
35960422012,6927054341510556
60178682506,9629262678376622
98314963157,1275638756438630
79043176351,4251254178587713
64454942644,3926356435069744
56866993576,8585966473079942
71064355662,7673624609429263
93889583410,7205207959499106
64945902376,8518242797912099
80368624494,6638255746015780
60161464571,3519091441616739
82064577863,9683232695906304
83091077863,9081261397365927
60852583148,3436415243584251
27517139885,4281956932010970
77647252890,2931716016737229
46597501833,8316570307884425
50377577882,1007407048265480
69564789820,4911434841396175
81186072191,3864495825798524
85099642326,1336252805211894
60792617058,8909842451599539
11372185860,1576713558174918
15470508550,3561920557140989
87035593885,2801602340020464
92801809516,7231955202600663
79230405242,3999010623194181
91096268676,9816697265557606
77606075132,9171881048675696
57471536725,1425650165785165
59778923282,5151104948955396
44849148461,2898145825516025
23124197032,2668894359479144
12752714531,7674369085407879
85248162274,7789181728738590
47676804433,9822207703810819
40251187549,2636152520218205
55236927709,5446804967421234
94253568993,3262727363311410
59086299336,8154178534455900
51913959216,3414954097194164
26163105422,8661360580843402
88923907703,1682473979744891
20491748051,5043400425063429
94169442620,3706672843104266
64714180825,2160379893515067
79498697595,8765219561307244
46609199725,3859957018328497
67927591357,2007844310309998
44730062957,4101503776335340
93092055282,4634573478094818
43454607533,3670832374815420
57852787345,4734237902613948
16116372267,3931915192592702
23538694673,2731745020591829
66271286078,6117700402820502
42029951137,2689395040881946
98343524439,6490462382594404
61811079808,2469134473803126
74419791240,8423626373617877
77224776469,5791461387934548
67000660044,5725959228349599
21825432743,5642555198064832
80585047970,4389224394738158
50438612479,3842509970529450
78204014179,2265390465382704
16687017415,7641358593053560
74360010162,9278263472872517
75534261798,9028495371913819
92860443127,2495232069972073
65499301722,6712238891306550
40795573144,2230733426983534
50249489805,5264101826707100
69824840376,3953554398737833
51245244795,1874401574527008
46450604909,4264064769899921
16377371508,9947657378930498
41989852780,7186456772447024
48374972035,7524430177290343
34764408691,4149111225754120
93659832642,3506831916114930
38188492596,7526946559570926
27288598584,3214258426234714
79353803790,7111963904285340
43441163143,1280106853181440
60613319005,1452953743996594
85623016750,5398754878815890
63906428379,8101571159478774
43982793041,8155866083556889
65976800564,2942228297239417
34281254122,3728194264173776
80814263104,9159481869985360
16677001245,5712805462607740
71251187471,9257649581660395
62259898040,8613245133366282
60401079507,5276131505647484
27376289068,2128124971854765
84898192667,5864023124712832
35660239032,4930159076777363
77678540260,2290686649677825
45886706155,9322770955322500
96941191420,1983328482446905
46611053850,6538624907930993
84881019855,2494207731192368
12889442324,4075959303358237
42860829719,6492571807230160
90330580021,1563946295082594
86270024974,9224609437725019
64050665956,1642345079787937
33380536603,4993288125252059
85954221937,9157711323645726
13743843762,6373514854794727
26887313017,9968197268300430
91064433555,8329865375375748
48837532235,5031816142300572
99181820947,8074638379623295
75715562226,9796680927035062
34799491142,9555391646752253
25445200242,6196923363098820
76867667238,3031857211336696
11043786795,1040890111986059
43497431086,8945130089528688
59818678610,9868777274169496
16206644329,9349880531162029
64041968860,1006728889884071
99324848302,9565561602515118
53797006406,2354975856271106
11933047562,7608172398061637
80562971332,4928354288839552
31250063230,1840954585413772
40066719913,7560407126779965
20976766068,6093649127132511
73703883824,4675571658452029
77569477625,1363262260200028
25549059397,4115319927118823
87573513147,7452753235796546
19865998351,2685634802622309
28177657653,8197225400071896
96038875739,7748317909736943
36089552631,7964906290313039
89318069927,7505166958918688
13666955846,1909367210852244
74592203364,6400489870566906
12906472291,4836075007529285
18660142934,3935956383433690
54420365169,8756840764734862
35702751964,2562924480542144
32553314848,9380140108429829
60714096452,7258171704837447
19687711427,3315407596139996
86710375792,2565299274103981
14855549194,1405963553683247
17550665902,3691668037078402
79768329676,3623812819936244
33593378283,2981234644054138
88210189117,5942342121411863
79155462719,1411622503118516
90374373968,5685186355972111
63409209257,5187538517404941
97632728379,6056119337116451
66875967399,5899778869239135
63387293000,7143285081810487
25850455257,3396359486547677
86503847457,4651436362673260
41893285397,4744679504167102
42175359023,4440096966883992
91599441215,9040611419091482
47425938820,7446357291663465
89248452942,6992177327762669
77153327698,3532112046288036
85859381684,1060709226520575
83247121842,7128002238678555
69533717623,8873920080267874
97690182817,6616708795230891
63836239707,3523283985383905
93850036598,3583581483303588
61467042956,5853907852192438
27561570475,9341572663194638
88869296195,3223848485301724
63418131844,6486704384397925
50424454652,9933422755536582
93162561522,9943995189681104
81680072442,9741160950586712
40028639930,7666841303065076
11971144858,8339722435566129
90687480466,1391741330993067
60886879499,5570264880091591
28743307944,2063375245748657
86023673375,7416190337669046
11892616764,5246500388596049
50844537771,9700089149689175
70710550119,8810242714515683
54342394665,9729278977817884
69970062966,1651845567871634
62240299293,2255150439605448
46931865360,9238573909024304
78416106396,7863086582981955
60373885109,6204597247749565
12085700763,3796703514413015
80752045748,4577799330150964
84090264475,1576276632270375
58488740950,2516813079918726
14126486094,3489242809719902
88613104034,2427585922368389
83390065135,6743250448508774
81666406435,2809599217348888
49922062208,6306374977703943
78700808216,9848497174056491
23688429630,8543789111021599
63512320985,2068419604580863
48428330201,6206315246080402
93670140846,9602483046730572
68061399271,7396925132768545
66021799777,1696542496510186
49902384075,7341539332562548
44669617569,2862014807417282
53459116581,7643180540334199
30826870750,1782728013983875
34720692238,1131728329147307
63685784842,2075285134721016
41397690033,1942863320250552
45418637445,2507863230200577
22546962042,1634823408516101
19663506496,7331179235212034
50059206600,6862966057051874
74876586100,3687608606059428
40185104463,6429701950477720
94737656013,9991341965765670
33683830659,5768682854232377
52590036625,4979532745785157
41724592771,8391049282209568
59291691475,2983789341500929
87873456219,7194725641496776
10808328109,6913703091846839
53194329157,2738957456915851
39281682028,7417358664253992
53946203100,6345510398951935
67800646935,3708792968933028
84554253416,4770516565008072
46600588275,2729824394130278
56390538993,5051774332893071
30557756660,6413485884947094
10232185611,4203524586439098
28542571720,1736538379834472
33568252099,5472493571311484
74108718293,5524590939277893
49079325763,9008041796468353
46292066853,4818954789613081
12440807504,3419541220106525
66817406596,2477089776633785
38671671830,9836382213694590
90285760712,1810630137292088
49025495139,4981210902578575
26086458597,1930449702754178
23625843897,6308844176679703
93096700119,3642310592729872
72933652322,5184141878298714
15194906890,6469029507092450
31761820085,4042117093703139
49576382623,9320210756887070
26978274095,1928553445547329
81598685257,5849234809873305
74902358435,8327653128260623
85901878257,6792749469115063
50727146155,2190957543935050
13294477923,7023218841985788
18904255886,2857583858238678
31985762471,2760768197960367
63507785415,7205868560113965
41405894650,6874544270924182
25776195426,2841251554841277
28634710793,4792345411963155
60221919251,1597563524791140
26040854450,5462934110722464
62614063932,3076532594795606
51182593564,2466953032335165
82142001095,6065924021926571
62136408646,7121564808274277
78653926593,7607442550393774
11145823904,8361102219275983
45641845428,1943712420470920
46009445145,3601690048775949
44972214149,2735827140737014
47335027730,4483642589100093
93549994780,5965910733524219
63606179349,2672474926731119
88307336730,2296513148671733
18128215241,6449141478731529
61341284585,7025385246872011
97262939544,8287508417759556
98091942189,4991313987975764
53437694966,5063991854279732
24907354037,8134026349339401
83857720771,8687887726818446
65539844888,4104085851158010
39667396126,4108428186202779
62019670803,3027346730194013
84950338245,9994153117509973
17041005056,3930531119334459
20623917943,9156567909816270
80577738670,5568639190168659
91458406335,3356991065812040
51824462035,5744807680324238
72955079602,6005332029013531
67094666100,1247673029069617
32318274620,7407866296271939
30818684870,8581018184422855
24463697137,9124676417868700
69467450030,4389630715728101
26977445158,3496727047457176
46222825803,9885262852237481
89408628617,7367128637579108
54466189887,7713858341545013
51988533912,7012531844092872
81448054957,4834478298999224
39427604111,9704744091702470
34498648437,3461170700368527
46887719643,9854978504558747
43590219987,9397211363742011
82905199015,7669109219388804
95965604486,9117419755839695
22744505580,6945145085964803
21034339500,5405189805744885
96034817866,8920977216608986
51363980277,9206715128108370
84807273802,6794753033131960
75598624253,1378035631385405
92034230789,6464773642096399
56600684882,2247505270478766
17833029191,9528143399341288
23322063424,6731509480850006
78849199435,5403856194951249
49073535397,5228392190938768
79661765242,7219408655241115
88496429198,6573360824481956
73817242412,9290861102217937
61987459698,4503436835808545
24650140161,2427112584049182
73401582469,2169354925706589
45910307779,8000018347592853
52395654260,2021949367193886
46545347045,8853504834719199
65252481699,5991747819259201
70513805988,4152692564974211
41637157122,9569083650736578
87250562736,5323911084360738
52957881249,5314284446114992
84406415460,4359628261325162
68859300316,9523511118017900
26073637613,3487221548010598
68971490076,7323332335168513
56427936445,5339749077071585
67058649387,1283485925815364
29308883826,2815178159103539
68723384192,4761815298707759
82719556625,5973176707053148
52008063777,4208640403760135
98688651942,5793847748292480
83960377158,3571842463194835
44079728671,3945008473973698
46172383415,7052581973077156
24791906756,1446384405116668
55320155932,4051591458021418
33166511286,3444673706390189
28261860994,1341779942531170
76072182589,6567370621139208
89705329397,1643261950284319
73808524970,3450330279661878
95002863961,3113355034425841
56137209627,7508864388586802
64490499426,8975243087381549
66133593744,2141245540600902
42484698137,8213847856988108
97188554674,8944782197561194
14579693848,8416477950271220
25896501947,2118814309001536
42687184039,2871477031936459
18725635311,2704490441445899
71275118313,6046082053998194
88653760808,9948522148374010
24080047514,1860797087570420
33321335387,3431671355856484
57953920830,7578907520065349
99454694194,9719451003828332
19554013694,3600652101226118
57146827013,4130814210451666
72122965158,1269750822222267
86084402302,5096992384754944
65326713695,8675877324247997
37934331054,3194163131693225
27977118314,9367041766894057
45909839424,6332554121023439
38971999380,2563830243574627
95874724079,5719162250207968
99669113172,7326893981418962
42920249977,5094769190206354
41479828125,2693100662271630
37720178047,3779090993323358
12165675711,5950949019903805
23988664246,2363170394942510
63120254128,9511303003572809
67051599666,6532829474831985
12139435988,1020924192806123
96137483938,6986818873591809
88648096699,1995526768859132
69236866244,6024057257404477
95666252089,7491821289259414
38417733525,1829721409788909
87159934785,3419443771223085
52893995525,6805591992593213
74748780444,1944495854395299
58400705502,2850688239269294
79773594028,4059969442487081
73802462599,3736638656411437
54633186205,5236889188983752
15693177884,8333428901769676
57466259358,5443359542175158
99696487040,3039165997983298
11926395938,9415401045648638
59201895711,7603749985930732
84823832789,1692110117959191
28246357443,2718400793564833
34343119273,2668440037248508
94001517272,4164828076148124
95177831078,5882069772293631
99128242310,3960701013455683
21485813684,2920410313997602
66222860971,6997754392157522
21764202974,4003537130158751
91044454871,6990764932101299
77161675201,4912751386829863
78518167288,7208399995591987
70645694254,4506086425049371
40812458726,9070086244384861
85667606694,4745778487135573
96543667145,7758648048224300
57816251343,9425695456216482
28419896046,3375705194221709
42787466125,3106358092372333
61720777708,6285564553420480
86267539924,1537289580018338
20511353131,4148763155531805
32236323450,7961935477104790
94411128544,2715044540374085
40977095505,9986791184718887
25058038536,7542703330587525
24024830665,8423354432774244
25164740936,4936671557479074
25648813077,1747508037168850
16379505297,9983361212049253
98106822201,5786009411168240
60018168039,7390633149726976
68681693152,7125713795674026
47261846433,7671847915737986
40877049336,2664988903907585
81476126216,2572458621059931
25437814231,2868113465991864
66176022696,7516226429800495
16875607745,7474625459876403
19873960355,2299130031498603
45006094033,1510382213878010
82379530053,5887952563003431
67188440554,9293370151127690
52006672982,2445140820540656
46525436377,7235414608453340
97358032229,9910463145217819
66468193327,1803599520380145
57848711976,8226910278570533
17749061683,8016917786904769
78589832971,3886456406702846
66454529197,6815072550406078
29945904545,4287221711142130
87981225942,4836163230054737
48504799392,3163240441815800
33093536520,7486458374533875
39657183583,1252575902688461
40127127201,3738480622746176
12048592827,1746815966964769
52891288687,5427898716415216
18788866756,5992671821424335
66566692524,6573319411059544
18243898906,4356199817992347
35879196283,2576564507596313
41763525287,2438865202541216
42261734104,5014952640719681
65019318421,8209729868012835
24152833567,5070947349810975
25369559569,7909521821252340
57835658321,6503825013465076
66089308723,7435510713648216
96514817362,2730181445422901
66404494782,2723184634205710
20391080485,9140463204856146
64537663130,2416964513413067
51305995317,4433121367152680
50857424920,3558892086424111
94738101450,7869646446054171
58989573502,1158991823926535
26165028723,9175155781050477
94105882361,8803700727819902
35815799352,4068039048949688
11178362083,5000968716173124
90015768487,7968690856325971
24235598668,8242881859940081
14485661463,7235121110073259
52655678265,7414688277790353
55087762413,3469351024197671
88241747976,5116214283172125
69222438541,1553561340739037
75780081448,3163910199415487
